text,language,text_length,tokens
य दश शबद जनभष क परचलत शबद थ ज सवभवत अपरभश म भ चल आए थ,hi,77,"['य', 'दश', 'शबद', 'जनभष', 'क', 'परचलत', 'शबद', 'थ', 'ज', 'सवभवत', 'अपरभश', 'म', 'भ', 'चल', 'आए', 'थ']"
13251625വര അധനകഘടട യവനവസഥ മലയള കല കലലവർഷ 800 മതൽ എ,ml,73,"['13251625വര', 'അധനകഘടട', 'യവനവസഥ', 'മലയള', 'കല', 'കലലവർഷ', '800', 'മതൽ', 'എ']"
ಅರಬನಕ ಜತಗನ ಈ ಪಲದರಕಯ ಫಲಪಕರಟಗಗ ಈ ಋತವನಲಲ ಹಲವರ ರಮಚನಕರ ಅನಭವವನನ ನಡತತದ,kn,105,"['ಅರಬನಕ', 'ಜತಗನ', 'ಈ', 'ಪಲದರಕಯ', 'ಫಲಪಕರಟಗಗ', 'ಈ', 'ಋತವನಲಲ', 'ಹಲವರ', 'ರಮಚನಕರ', 'ಅನಭವವನನ', 'ನಡತತದ']"
रषटरसय शसनधकर रषटरपत नयसत,sa,43,"['रषटरसय', 'शसनधकर', 'रषटरपत', 'नयसत']"
ಇತತಚಗ ಈ ಉಪಕರಮದಡ ರಜಸಥನದ ಬರನ ನಲಲರವ ಹಡಟ ಮಹಳ ಕಸನ ಪರಡಯಸರ ಕಪನ ಲಮಟಎಡ ಎಚಎಕಪಸಎಲ ಫಲಪ ಕರಟ ನಲಲ ತನನ ಹಲ ಕರಯಡರ ನ ಮದಲ ವಯವಹರವನನ ನಡಸದ,kn,182,"['ಇತತಚಗ', 'ಈ', 'ಉಪಕರಮದಡ', 'ರಜಸಥನದ', 'ಬರನ', 'ನಲಲರವ', 'ಹಡಟ', 'ಮಹಳ', 'ಕಸನ', 'ಪರಡಯಸರ', 'ಕಪನ', 'ಲಮಟಎಡ', 'ಎಚಎಕಪಸಎಲ', 'ಫಲಪ', 'ಕರಟ', 'ನಲಲ', 'ತನನ', 'ಹಲ', 'ಕರಯಡರ', 'ನ', 'ಮದಲ', 'ವಯವಹರವನನ', 'ನಡಸದ']"
ਸਬਦ ਦ ਅਤਲ ਸਥਤ ਵਚ ਘਝਢਧਭ ਕਰਮਪਰਵਕ ਗ ਜ ਡ ਬ ਦ ਵਚ ਤਬਦਲ ਹ ਕ ਨਲ ਲਗਦ ਅਗਲ ਸਵਰ ਉਤ ਉਚ ਸਵਰ ਸਹਤ ਉਚਰਆ ਜਦਆ ਹਨ,pa,140,"['ਸਬਦ', 'ਦ', 'ਅਤਲ', 'ਸਥਤ', 'ਵਚ', 'ਘਝਢਧਭ', 'ਕਰਮਪਰਵਕ', 'ਗ', 'ਜ', 'ਡ', 'ਬ', 'ਦ', 'ਵਚ', 'ਤਬਦਲ', 'ਹ', 'ਕ', 'ਨਲ', 'ਲਗਦ', 'ਅਗਲ', 'ਸਵਰ', 'ਉਤ', 'ਉਚ', 'ਸਵਰ', 'ਸਹਤ', 'ਉਚਰਆ', 'ਜਦਆ', 'ਹਨ']"
१२औ शतबदक पररमभम भरतम इसलम आकरमण पशचत उततर तथ मधय भरतक अधकश भग दलल सलतनतक शसन अधन भय र पछ अधकश उपमहदवप मगल वशक अधनम गय,ne,170,"['१२औ', 'शतबदक', 'पररमभम', 'भरतम', 'इसलम', 'आकरमण', 'पशचत', 'उततर', 'तथ', 'मधय', 'भरतक', 'अधकश', 'भग', 'दलल', 'सलतनतक', 'शसन', 'अधन', 'भय', 'र', 'पछ', 'अधकश', 'उपमहदवप', 'मगल', 'वशक', 'अधनम', 'गय']"
বণমধৱ বৰৱই এই কথত ভষটক কমৰপ পৰকত নম দছ,as,57,"['বণমধৱ', 'বৰৱই', 'এই', 'কথত', 'ভষটক', 'কমৰপ', 'পৰকত', 'নম', 'দছ']"
ಇದರ ಮಲಕ ಲಕಷತರ ವಯಕತಗಳಕಟಬಗಳ ಜವನ ಮತತ ಜವನಪಯವನನ ಸಧರಣ ಮಡವ ಉದದಶವನನ ಹದದ,kn,97,"['ಇದರ', 'ಮಲಕ', 'ಲಕಷತರ', 'ವಯಕತಗಳಕಟಬಗಳ', 'ಜವನ', 'ಮತತ', 'ಜವನಪಯವನನ', 'ಸಧರಣ', 'ಮಡವ', 'ಉದದಶವನನ', 'ಹದದ']"
తలగన సధరణగ ఒకపదమత మరకట కలస చరపయ భషగ గరతసతర,te,69,"['తలగన', 'సధరణగ', 'ఒకపదమత', 'మరకట', 'కలస', 'చరపయ', 'భషగ', 'గరతసతర']"
যমনকহন কন আহম আম,bn,30,"['যমনকহন', 'কন', 'আহম', 'আম']"
ગજરત વશન લક દવર દકષણ એશયન બહર પણ વશવન અનક દશમ ગજરત બલય છ,gu,88,"['ગજરત', 'વશન', 'લક', 'દવર', 'દકષણ', 'એશયન', 'બહર', 'પણ', 'વશવન', 'અનક', 'દશમ', 'ગજરત', 'બલય', 'છ']"
પરપરગત રત ૩ ઐતહસક તબકકઓ પરમણ ઈનડઆરયન ભષઓ વચચ ભદ કરય છ,gu,77,"['પરપરગત', 'રત', '૩', 'ઐતહસક', 'તબકકઓ', 'પરમણ', 'ઈનડઆરયન', 'ભષઓ', 'વચચ', 'ભદ', 'કરય', 'છ']"
first the waves of norse colonisation of northern parts of the british isles in the 8th and 9th centuries put old english into intense contact with old norse a north germanic language,en,185,"['first', 'the', 'waves', 'of', 'norse', 'colonisation', 'of', 'northern', 'parts', 'of', 'the', 'british', 'isles', 'in', 'the', '8th', 'and', '9th', 'centuries', 'put', 'old', 'english', 'into', 'intense', 'contact', 'with', 'old', 'norse', 'a', 'north', 'germanic', 'language']"
मरठ और वदक ससकत म सभ क परयग कय जत ह,hi,54,"['मरठ', 'और', 'वदक', 'ससकत', 'म', 'सभ', 'क', 'परयग', 'कय', 'जत', 'ह']"
అచచల ధవన వటల లనపపడ హలలల పరశదధమనవగ పరగణచబడతయ,te,69,"['అచచల', 'ధవన', 'వటల', 'లనపపడ', 'హలలల', 'పరశదధమనవగ', 'పరగణచబడతయ']"
खरसतपरव ५०० अवध१६ महजनपद उभयत,sa,42,"['खरसतपरव', '५००', 'अवध१६', 'महजनपद', 'उभयत']"
ਇਸ ਸਧ ਕਨਨ ਦ ਅਗਰਜ ਅਤ ਪਜਬ ਦਵ ਪਠ ਇਕ ਸਮ ਸਰਕਰ ਗਜਟ ਵਚ ਛਪ,pa,79,"['ਇਸ', 'ਸਧ', 'ਕਨਨ', 'ਦ', 'ਅਗਰਜ', 'ਅਤ', 'ਪਜਬ', 'ਦਵ', 'ਪਠ', 'ਇਕ', 'ਸਮ', 'ਸਰਕਰ', 'ਗਜਟ', 'ਵਚ', 'ਛਪ']"
english is not mutually intelligible with any continental germanic language differing in vocabulary syntax and phonology although some of these such as dutch or frisian do show strong affinities with english especially with its earlier stages,en,250,"['english', 'is', 'not', 'mutually', 'intelligible', 'with', 'any', 'continental', 'germanic', 'language', 'differing', 'in', 'vocabulary', 'syntax', 'and', 'phonology', 'although', 'some', 'of', 'these', 'such', 'as', 'dutch', 'or', 'frisian', 'do', 'show', 'strong', 'affinities', 'with', 'english', 'especially', 'with', 'its', 'earlier', 'stages']"
हनद महसगरम यसक दकषणपशचमम मलदवप दकषणम शरलङक र दकषणपरवम इनडनसय छन,ne,99,"['हनद', 'महसगरम', 'यसक', 'दकषणपशचमम', 'मलदवप', 'दकषणम', 'शरलङक', 'र', 'दकषणपरवम', 'इनडनसय', 'छन']"
مہاراشٹر میں جائیں تو مراٹھی اوراردو کی بولیاں جن کو شناخت کیا گیا ہے وہ یہ ہیںلاطینی جیسی قدیم زبانوں کی طرح اردو صرف و نحو میں فقرے کی ساخت فاعلمفعولفعل انداز میں ہوتی ہے,ur,175,"['مہاراشٹر', 'میں', 'جائیں', 'تو', 'مراٹھی', 'اوراردو', 'کی', 'بولیاں', 'جن', 'کو', 'شناخت', 'کیا', 'گیا', 'ہے', 'وہ', 'یہ', 'ہیںلاطینی', 'جیسی', 'قدیم', 'زبانوں', 'کی', 'طرح', 'اردو', 'صرف', 'و', 'نحو', 'میں', 'فقرے', 'کی', 'ساخت', 'فاعلمفعولفعل', 'انداز', 'میں', 'ہوتی', 'ہے']"
नपलक करब आध जनसङखयल आफन मतभषक रपम य भष बलन गरदछन,ne,75,"['नपलक', 'करब', 'आध', 'जनसङखयल', 'आफन', 'मतभषक', 'रपम', 'य', 'भष', 'बलन', 'गरदछन']"
ಇದಕಕಗ ನವ ಯವದ ಕರ ಶಲಕ ಪವತಸವ ಅವಶಯಕತಯಲಲ,kn,53,"['ಇದಕಕಗ', 'ನವ', 'ಯವದ', 'ಕರ', 'ಶಲಕ', 'ಪವತಸವ', 'ಅವಶಯಕತಯಲಲ']"
രജരജവർമമ മലനടയ മലയളതതല ആദമ നവസകൾ തമഴർ ആയരനന എനന അവർ ചനതമഴ കടനതമഴ എനന രണട വഭഗങങളലളള ഭഷ ഉപയഗചചരനന എനന പലവക കടനതമഴകളൽ ഒനനണ മലയളമയതതർനനതനന അഭപരയപപടടപപൾ മലയളതതൽ മതതമയ ഉപയഗചചരനന കടനതമഴ സസകതതതനറ സവധനതതന വഴങങ സവനതമയ വയകതതവ പരകടപപചച വഘടചച എനനണ ഉളളർ വശവസചചത,ml,390,"['രജരജവർമമ', 'മലനടയ', 'മലയളതതല', 'ആദമ', 'നവസകൾ', 'തമഴർ', 'ആയരനന', 'എനന', 'അവർ', 'ചനതമഴ', 'കടനതമഴ', 'എനന', 'രണട', 'വഭഗങങളലളള', 'ഭഷ', 'ഉപയഗചചരനന', 'എനന', 'പലവക', 'കടനതമഴകളൽ', 'ഒനനണ', 'മലയളമയതതർനനതനന', 'അഭപരയപപടടപപൾ', 'മലയളതതൽ', 'മതതമയ', 'ഉപയഗചചരനന', 'കടനതമഴ', 'സസകതതതനറ', 'സവധനതതന', 'വഴങങ', 'സവനതമയ', 'വയകതതവ', 'പരകടപപചച', 'വഘടചച', 'എനനണ', 'ഉളളർ', 'വശവസചചത']"
एत सरव अप नदय जलन भम सञचनत,sa,44,"['एत', 'सरव', 'अप', 'नदय', 'जलन', 'भम', 'सञचनत']"
બહ થડ દશમ આજ પણ ખનગ બક પતન નટ બકનટ બહર પડત હય છ દ,gu,81,"['બહ', 'થડ', 'દશમ', 'આજ', 'પણ', 'ખનગ', 'બક', 'પતન', 'નટ', 'બકનટ', 'બહર', 'પડત', 'હય', 'છ', 'દ']"
भरतदशसय रजधन दहलनगरम,sa,31,"['भरतदशसय', 'रजधन', 'दहलनगरम']"
৮ম১২শ শতকমনত ৰচন কৰ বদধ ধৰমসধনৰ গত চৰযপদত অসময লপৰ সকলতক পৰণ পৰমণ পৱ যয,as,101,"['৮ম১২শ', 'শতকমনত', 'ৰচন', 'কৰ', 'বদধ', 'ধৰমসধনৰ', 'গত', 'চৰযপদত', 'অসময', 'লপৰ', 'সকলতক', 'পৰণ', 'পৰমণ', 'পৱ', 'যয']"
english also facilitated worldwide international communication,en,63,"['english', 'also', 'facilitated', 'worldwide', 'international', 'communication']"
दब जतल एक अरकक रमर पकष अपनउद भरतम एक मशरत ससकतक नरमण गर,ne,85,"['दब', 'जतल', 'एक', 'अरकक', 'रमर', 'पकष', 'अपनउद', 'भरतम', 'एक', 'मशरत', 'ससकतक', 'नरमण', 'गर']"
૧૮૦૦અતયર,gu,13,['૧૮૦૦અતયર']
चमणडरज करवयल ह आदय मरठ लख समजल जत अस,mr,52,"['चमणडरज', 'करवयल', 'ह', 'आदय', 'मरठ', 'लख', 'समजल', 'जत', 'अस']"
જયરજ એ,gu,10,"['જયરજ', 'એ']"
अपभरश क ज भ कथय रप थ वह आधनक बलय म वकसत हआ,hi,63,"['अपभरश', 'क', 'ज', 'भ', 'कथय', 'रप', 'थ', 'वह', 'आधनक', 'बलय', 'म', 'वकसत', 'हआ']"
तरह इगलसहद आन मरठ वपरल गल आन ककण भषक कय महतव नतल,kok,78,"['तरह', 'इगलसहद', 'आन', 'मरठ', 'वपरल', 'गल', 'आन', 'ककण', 'भषक', 'कय', 'महतव', 'नतल']"
پانچ ملین افغان مہاجرین جنھوں نے پاکستان میں پچیس برس گزارے میں سے زیادہ تر اردو روانی سے بول سکتے ہیں,ur,106,"['پانچ', 'ملین', 'افغان', 'مہاجرین', 'جنھوں', 'نے', 'پاکستان', 'میں', 'پچیس', 'برس', 'گزارے', 'میں', 'سے', 'زیادہ', 'تر', 'اردو', 'روانی', 'سے', 'بول', 'سکتے', 'ہیں']"
حوالہ چھ اکھ مزہب اسلام چھ دنیا منز دویم ساروے کھۄتہ زیاد بوڑ مزہب,ks,86,"['حوالہ', 'چھ', 'اکھ', 'مزہب', 'اسلام', 'چھ', 'دنیا', 'منز', 'دویم', 'ساروے', 'کھۄتہ', 'زیاد', 'بوڑ', 'مزہب']"
हनद भरत म समपरक भष क करय करत ह और कछ हद तक पर भरत म समनयत एक सरल रप म समझ जनवल भष ह,hi,120,"['हनद', 'भरत', 'म', 'समपरक', 'भष', 'क', 'करय', 'करत', 'ह', 'और', 'कछ', 'हद', 'तक', 'पर', 'भरत', 'म', 'समनयत', 'एक', 'सरल', 'रप', 'म', 'समझ', 'जनवल', 'भष', 'ह']"
ଶରଲଙକ ସରଜ ସମୟର ଋତରଜ ଭରତ ପଇ ଡବୟ କରଛନତ,or,56,"['ଶରଲଙକ', 'ସରଜ', 'ସମୟର', 'ଋତରଜ', 'ଭରତ', 'ପଇ', 'ଡବୟ', 'କରଛନତ']"
অষটদশ শতবদর পরব বল বযকরণ রচনর কন উদযগ নওয হযন,bn,68,"['অষটদশ', 'শতবদর', 'পরব', 'বল', 'বযকরণ', 'রচনর', 'কন', 'উদযগ', 'নওয', 'হযন']"
सहतय आकदमच परसकरन ककण लख बरच करय वढलय,kok,64,"['सहतय', 'आकदमच', 'परसकरन', 'ककण', 'लख', 'बरच', 'करय', 'वढलय']"
अरब एव फरस सहतय म भरत हनद म बल जन वल भषओ क लए जबनएहनद पद क उपयग हआ ह,hi,108,"['अरब', 'एव', 'फरस', 'सहतय', 'म', 'भरत', 'हनद', 'म', 'बल', 'जन', 'वल', 'भषओ', 'क', 'लए', 'जबनएहनद', 'पद', 'क', 'उपयग', 'हआ', 'ह']"
ਇਸ ਨਵ ਧਰ ਨ ਸਥਤ ਸਪਸਟ ਕਰਨ ਦ ਥ ਹਰ ਉਲਝ ਦਤ,pa,54,"['ਇਸ', 'ਨਵ', 'ਧਰ', 'ਨ', 'ਸਥਤ', 'ਸਪਸਟ', 'ਕਰਨ', 'ਦ', 'ਥ', 'ਹਰ', 'ਉਲਝ', 'ਦਤ']"
it is the most widely learned second language and is either the official language or one of the official languages in almost 60 sovereign states,en,145,"['it', 'is', 'the', 'most', 'widely', 'learned', 'second', 'language', 'and', 'is', 'either', 'the', 'official', 'language', 'or', 'one', 'of', 'the', 'official', 'languages', 'in', 'almost', '60', 'sovereign', 'states']"
तय वळर आकदमच झउन आसल सनत कमर चटटरज तण एक भसवशसकरच एक बसइल,kok,93,"['तय', 'वळर', 'आकदमच', 'झउन', 'आसल', 'सनत', 'कमर', 'चटटरज', 'तण', 'एक', 'भसवशसकरच', 'एक', 'बसइल']"
वय कतकर अस अनक परकरच कश मरठत आहत,mr,46,"['वय', 'कतकर', 'अस', 'अनक', 'परकरच', 'कश', 'मरठत', 'आहत']"
ਭਰਤ ਤ ਹਰ ਦਸ ਵਚ ਭਰਤ ਮਲ ਦ ਪਜਬ ਇਸ ਨ ਗਰਮਖ ਲਪ ਵਚ ਲਖਦ ਹਨ,pa,78,"['ਭਰਤ', 'ਤ', 'ਹਰ', 'ਦਸ', 'ਵਚ', 'ਭਰਤ', 'ਮਲ', 'ਦ', 'ਪਜਬ', 'ਇਸ', 'ਨ', 'ਗਰਮਖ', 'ਲਪ', 'ਵਚ', 'ਲਖਦ', 'ਹਨ']"
దనన మటలడ పరజల పరధనగ ఆధర తలగణ ల వననర,te,61,"['దనన', 'మటలడ', 'పరజల', 'పరధనగ', 'ఆధర', 'తలగణ', 'ల', 'వననర']"
